 ,Area,IntDen,RawIntDen
214,0.961,585.730,6095.000
215,2.210,1700.682,17697.000
216,0.096,49.203,512.000
217,0.096,48.627,506.000
218,0.769,451.286,4696.000
219,1.538,968.592,10079.000
220,0.096,48.146,501.000
221,9.130,13483.026,140302.000
222,6.439,6300.990,65567.000
223,3.460,2934.414,30535.000
224,3.460,3571.654,37166.000
225,0.961,564.588,5875.000
226,3.652,3168.802,32974.000
227,4.325,3821.706,39768.000
228,3.075,3944.810,41049.000
229,1.634,913.142,9502.000
230,1.922,1325.796,13796.000
231,0.384,199.023,2071.000
232,0.865,525.187,5465.000
233,0.384,205.654,2140.000
234,0.192,98.791,1028.000
235,0.481,251.782,2620.000
236,2.595,1517.996,15796.000
237,2.691,3445.474,35853.000
238,0.481,263.026,2737.000
239,0.481,254.281,2646.000
240,0.865,503.372,5238.000
241,1.826,1405.655,14627.000
242,1.442,1019.045,10604.000
243,0.481,250.917,2611.000
244,5.286,4184.772,43546.000
245,10.283,18931.033,196993.000
246,0.288,150.204,1563.000
247,7.688,11793.395,122720.000
248,0.288,151.069,1572.000
249,4.709,5043.233,52479.000
250,2.018,1461.681,15210.000
251,2.979,2225.581,23159.000
252,0.769,434.853,4525.000
253,1.057,639.546,6655.000
254,1.730,1118.508,11639.000
255,2.210,1369.137,14247.000
256,4.036,2949.502,30692.000
257,2.595,1565.085,16286.000
258,11.724,25702.913,267460.000
259,12.974,28287.139,294351.000
260,3.364,4107.123,42738.000
261,0.961,556.035,5786.000
262,2.403,1609.483,16748.000
263,2.595,2140.244,22271.000
264,1.153,669.625,6968.000
265,2.210,2078.067,21624.000
266,0.481,268.888,2798.000
267,6.150,6310.504,65666.000
268,0.865,545.175,5673.000
269,0.769,463.298,4821.000
270,2.403,1884.906,19614.000
271,1.153,747.754,7781.000
272,2.979,2998.801,31205.000
273,1.442,877.585,9132.000
274,7.400,10492.874,109187.000
275,0.384,217.474,2263.000
276,0.865,488.476,5083.000
277,0.769,440.234,4581.000
278,0.096,48.434,504.000
279,0.384,217.186,2260.000
280,3.364,2128.904,22153.000
281,2.499,1817.924,18917.000
282,1.730,1033.748,10757.000
283,0.769,434.180,4518.000
284,0.865,513.943,5348.000
285,0.481,249.187,2593.000
286,5.958,4815.572,50110.000
287,5.670,6017.591,62618.000
288,4.325,5142.985,53517.000
289,6.247,7325.897,76232.000
290,3.844,4725.719,49175.000
291,0.192,102.058,1062.000
292,4.132,3823.147,39783.000
293,2.018,1226.813,12766.000
294,2.691,1905.567,19829.000
295,1.538,953.120,9918.000
296,3.075,2333.693,24284.000
297,0.096,48.146,501.000
298,0.865,540.178,5621.000
299,0.769,407.080,4236.000
300,0.961,499.816,5201.000
301,3.364,4068.875,42340.000
302,6.439,12090.344,125810.000
303,2.403,2228.079,23185.000
304,2.691,2269.883,23620.000
305,0.192,100.425,1045.000
306,6.247,6014.228,62583.000
307,2.306,1459.759,15190.000
308,0.192,100.040,1041.000
309,0.384,198.735,2068.000
310,3.460,2913.945,30322.000
311,1.730,1080.933,11248.000
312,1.538,921.503,9589.000
313,0.288,149.339,1554.000
314,0.096,49.299,513.000
315,4.613,6773.130,70480.000
316,0.577,329.719,3431.000
317,1.057,639.450,6654.000
318,2.499,2257.774,23494.000
319,1.442,999.056,10396.000
320,2.979,2133.324,22199.000
321,1.153,702.011,7305.000
322,4.709,3940.197,41001.000
323,1.826,1549.805,16127.000
324,2.114,1666.182,17338.000
325,2.403,2351.472,24469.000
326,0.577,312.902,3256.000
327,3.748,3641.807,37896.000
328,4.421,4253.195,44258.000
329,1.249,756.403,7871.000
330,1.345,916.122,9533.000
331,0.384,199.888,2080.000
332,2.787,2463.236,25632.000
333,2.595,2228.752,23192.000
334,2.595,2287.181,23800.000
335,5.189,4410.607,45896.000
336,6.631,6940.536,72222.000
337,7.304,10987.308,114332.000
338,0.481,255.049,2654.000
339,0.192,101.289,1054.000
340,1.442,1200.001,12487.000
341,0.384,216.417,2252.000
342,5.382,4594.542,47810.000
343,1.730,981.566,10214.000
344,2.403,1517.900,15795.000
345,3.844,3326.118,34611.000
346,2.114,1436.984,14953.000
347,0.577,308.481,3210.000
348,4.036,3836.121,39918.000
349,2.403,2127.847,22142.000
350,3.940,3890.321,40482.000
351,2.018,1699.337,17683.000
352,0.096,50.645,527.000
353,0.384,207.864,2163.000
354,0.577,375.271,3905.000
355,1.922,1762.763,18343.000
356,1.442,988.581,10287.000
357,3.364,2483.993,25848.000
358,2.018,1604.582,16697.000
359,1.826,1115.914,11612.000
360,3.267,3086.252,32115.000
361,1.442,1090.063,11343.000
362,1.442,820.983,8543.000
363,3.940,2878.100,29949.000
364,9.130,12662.332,131762.000
365,0.865,511.348,5321.000
366,0.865,489.149,5090.000
367,2.499,2483.032,25838.000
368,2.210,1453.225,15122.000
369,2.306,1571.235,16350.000
370,7.400,8969.496,93335.000
371,0.288,151.261,1574.000
372,0.865,524.514,5458.000
373,0.865,475.407,4947.000
374,11.340,15749.065,163882.000
375,0.577,321.070,3341.000
376,0.481,263.891,2746.000
377,3.556,4123.076,42904.000
378,1.442,926.789,9644.000
379,9.130,10521.319,109483.000
380,0.384,208.921,2174.000
381,0.192,99.367,1034.000
382,1.826,1230.080,12800.000
383,0.961,597.646,6219.000
384,1.730,1129.464,11753.000
385,0.865,488.380,5082.000
386,4.132,3898.394,40566.000
387,1.442,840.203,8743.000
388,6.727,8781.620,91380.000
389,0.384,216.033,2248.000
390,0.192,97.542,1015.000
391,1.153,756.019,7867.000
392,0.192,99.079,1031.000
393,2.595,2194.348,22834.000
394,0.577,328.758,3421.000
395,3.075,3745.018,38970.000
396,2.691,3082.793,32079.000
397,1.153,747.947,7783.000
398,0.769,430.913,4484.000
399,2.499,1791.881,18646.000
400,4.901,6496.170,67598.000
401,2.979,3106.145,32322.000
402,1.153,683.752,7115.000
403,5.286,5521.043,57451.000
404,2.018,1424.010,14818.000
405,0.192,99.367,1034.000
406,8.841,9752.807,101486.000
407,8.937,17952.734,186813.000
408,5.189,4250.024,44225.000
409,3.075,2850.711,29664.000
410,0.769,443.021,4610.000
411,2.499,1750.462,18215.000
412,6.727,5641.744,58707.000
413,2.403,1686.171,17546.000
414,4.613,3051.849,31757.000
415,0.769,476.464,4958.000
416,1.345,883.736,9196.000
417,6.823,10532.082,109595.000
418,2.691,2313.800,24077.000
419,1.153,648.387,6747.000
420,0.481,257.452,2679.000
421,3.460,3926.263,40856.000
422,0.769,440.042,4579.000
423,0.577,324.722,3379.000
424,0.673,387.764,4035.000
425,1.730,1183.376,12314.000
426,3.171,2709.348,28193.000
427,2.114,1344.728,13993.000
428,1.634,1197.310,12459.000
429,0.769,463.490,4823.000
430,2.403,1562.971,16264.000
431,6.919,7677.912,79895.000
432,3.556,3656.990,38054.000
433,4.132,3756.934,39094.000
434,0.192,101.289,1054.000
435,0.961,512.982,5338.000
436,1.442,916.025,9532.000
437,0.192,98.983,1030.000
438,1.442,953.504,9922.000
439,7.592,7264.009,75588.000
440,1.826,1397.487,14542.000
441,2.210,2007.818,20893.000
442,3.652,3072.414,31971.000
443,1.442,928.230,9659.000
444,1.057,658.862,6856.000
445,0.288,150.012,1561.000
446,1.345,867.111,9023.000
447,3.075,2348.877,24442.000
448,2.306,1863.860,19395.000
449,0.288,151.934,1581.000
450,6.439,9789.998,101873.000
451,4.228,3222.522,33533.000
452,1.057,590.727,6147.000
453,0.481,260.527,2711.000
454,2.114,1329.448,13834.000
455,2.883,1790.728,18634.000
456,3.267,3411.839,35503.000
457,7.304,14356.095,149387.000
458,4.805,4796.352,49910.000
459,2.595,2066.151,21500.000
460,1.826,1378.074,14340.000
461,3.460,2448.244,25476.000
462,15.088,34644.348,360503.000
463,1.442,945.144,9835.000
464,0.769,438.024,4558.000
465,1.345,860.768,8957.000
466,1.345,891.232,9274.000
467,0.769,433.219,4508.000
468,0.769,469.545,4886.000
469,4.325,4948.190,51490.000
470,3.460,3677.268,38265.000
471,1.153,694.899,7231.000
472,1.634,1253.913,13048.000
473,5.574,9776.544,101733.000
474,1.922,1233.540,12836.000
475,11.628,18554.993,193080.000
476,12.974,20371.668,211984.000
477,1.442,896.421,9328.000
478,1.057,654.537,6811.000
479,2.018,1297.735,13504.000
480,0.288,152.030,1582.000
481,0.096,48.050,500.000
482,0.288,152.222,1584.000
483,4.036,4425.214,46048.000
484,4.132,3636.329,37839.000
485,0.096,48.531,505.000
486,1.442,1068.248,11116.000
487,1.730,1148.780,11954.000
488,2.787,2279.204,23717.000
489,1.153,662.994,6899.000
490,1.538,1067.960,11113.000
491,6.727,7788.042,81041.000
492,0.961,554.497,5770.000
493,0.096,48.434,504.000
494,4.421,4649.031,48377.000
495,1.538,1234.789,12849.000
496,1.345,860.384,8953.000
497,1.730,912.566,9496.000
498,3.075,2034.149,21167.000
499,2.306,2194.540,22836.000
500,7.015,6710.088,69824.000
501,0.192,102.923,1071.000
502,2.210,1778.908,18511.000
503,0.288,154.241,1605.000
504,0.673,374.502,3897.000
505,0.577,338.945,3527.000
506,1.153,637.143,6630.000
507,6.439,4236.281,44082.000
508,1.730,1140.323,11866.000
509,3.556,2684.843,27938.000
510,1.153,702.683,7312.000
511,1.634,1172.516,12201.000
512,3.652,3463.253,36038.000
513,1.730,1246.417,12970.000
514,0.577,322.319,3354.000
515,2.787,2217.124,23071.000
516,3.267,2823.899,29385.000
517,1.153,664.628,6916.000
518,2.306,1693.859,17626.000
519,0.769,425.819,4431.000
520,1.730,1093.907,11383.000
521,0.384,208.441,2169.000
522,0.673,362.970,3777.000
523,4.613,4690.354,48807.000
524,0.288,149.820,1559.000
525,3.556,3508.900,36513.000
526,2.114,1341.652,13961.000
527,0.192,98.695,1027.000
528,3.364,4381.681,45595.000
529,9.033,18843.293,196080.000
530,6.150,4370.725,45481.000
531,0.577,334.428,3480.000
532,0.961,599.760,6241.000
533,1.345,802.339,8349.000
534,8.265,7609.392,79182.000
535,0.961,568.143,5912.000
536,6.631,5757.833,59915.000
537,0.096,49.972,520.000
538,2.114,1718.172,17879.000
539,0.481,263.602,2743.000
540,4.132,4061.379,42262.000
541,3.171,3203.494,33335.000
542,3.460,2961.418,30816.000
543,2.691,2426.333,25248.000
544,3.556,2415.859,25139.000
545,1.249,767.455,7986.000
546,6.919,10755.803,111923.000
547,0.096,49.492,515.000
548,1.057,599.088,6234.000
549,0.769,470.698,4898.000
550,0.577,305.310,3177.000
551,4.036,3218.294,33489.000
552,4.997,4169.492,43387.000
553,1.922,1308.690,13618.000
554,0.673,388.340,4041.000
555,2.595,2168.978,22570.000
556,4.613,6593.615,68612.000
557,1.922,1578.155,16422.000
558,1.153,783.888,8157.000
559,0.673,370.370,3854.000
560,0.481,250.821,2610.000
561,1.057,566.798,5898.000
562,4.325,4049.079,42134.000
563,0.288,151.934,1581.000
564,1.538,1029.616,10714.000
565,0.673,378.250,3936.000
566,0.192,98.983,1030.000
567,2.114,1350.974,14058.000
568,0.096,51.510,536.000
569,0.481,266.774,2776.000
570,2.018,1201.539,12503.000
571,0.961,568.239,5913.000
572,2.595,2138.610,22254.000
573,0.192,100.232,1043.000
574,1.538,1030.577,10724.000
575,0.096,50.356,524.000
576,0.192,99.367,1034.000
577,2.883,2521.761,26241.000
578,2.979,2744.328,28557.000
579,1.345,783.215,8150.000
580,0.865,465.412,4843.000
581,0.961,548.251,5705.000
582,2.691,1581.518,16457.000
583,0.673,379.691,3951.000
584,0.096,49.492,515.000
585,3.267,3183.698,33129.000
586,0.577,318.283,3312.000
587,2.018,1380.765,14368.000
588,0.288,150.589,1567.000
589,1.249,861.345,8963.000
590,1.922,1286.972,13392.000
591,0.865,485.113,5048.000
592,1.249,903.244,9399.000
593,0.384,213.342,2220.000
594,0.577,309.442,3220.000
595,1.634,1081.125,11250.000
596,1.826,1094.579,11390.000
597,1.634,1097.270,11418.000
598,0.865,515.481,5364.000
599,1.826,1054.602,10974.000
600,8.169,10816.442,112554.000
601,1.538,971.956,10114.000
602,1.826,1143.975,11904.000
603,3.267,3492.275,36340.000
604,2.883,2124.003,22102.000
605,2.306,1596.221,16610.000
606,3.171,2349.550,24449.000
607,1.345,845.488,8798.000
608,1.538,929.672,9674.000
609,2.499,1542.598,16052.000
610,15.376,31652.081,329366.000
611,4.517,7617.176,79263.000
612,0.769,415.152,4320.000
613,1.922,1281.974,13340.000
614,4.325,4279.911,44536.000
615,0.096,48.338,503.000
616,3.748,4097.705,42640.000
617,2.403,1669.257,17370.000
618,1.634,1045.857,10883.000
619,0.577,318.668,3316.000
620,0.384,198.254,2063.000
621,0.865,489.437,5093.000
622,1.153,740.355,7704.000
623,0.192,108.401,1128.000
624,0.769,483.095,5027.000
625,1.634,1039.994,10822.000
626,3.171,2982.560,31036.000
627,1.057,639.834,6658.000
628,0.961,575.159,5985.000
629,2.595,2266.135,23581.000
630,0.192,102.347,1065.000
631,2.306,1749.213,18202.000
632,10.955,9498.142,98836.000
633,3.364,2462.755,25627.000
634,3.364,2202.613,22920.000
635,8.169,12299.842,127990.000
636,5.093,4478.069,46598.000
637,3.267,2803.910,29177.000
638,4.036,8282.573,86187.000
639,4.132,4570.998,47565.000
640,2.018,1620.343,16861.000
641,1.249,835.109,8690.000
642,1.634,1047.010,10895.000
643,1.730,1065.269,11085.000
644,0.961,536.623,5584.000
645,0.961,546.905,5691.000
646,0.288,146.072,1520.000
647,15.280,35728.452,371784.000
648,0.961,542.196,5642.000
649,0.769,490.687,5106.000
650,1.345,1015.201,10564.000
651,0.384,195.756,2037.000
652,2.691,2002.725,20840.000
653,1.057,600.337,6247.000
654,2.787,2013.872,20956.000
655,1.345,768.608,7998.000
656,0.673,399.200,4154.000
657,3.652,3392.908,35306.000
658,3.652,3252.986,33850.000
659,1.730,1199.905,12486.000
660,1.922,1061.617,11047.000
661,1.442,877.489,9131.000
662,0.865,565.453,5884.000
663,1.249,803.396,8360.000
664,0.192,101.578,1057.000
665,3.844,4169.972,43392.000
666,0.096,50.356,524.000
667,3.940,3429.233,35684.000
668,0.673,373.925,3891.000
669,3.075,1733.741,18041.000
670,5.478,5657.505,58871.000
671,0.961,575.831,5992.000
672,2.403,2455.356,25550.000
673,0.769,451.670,4700.000
674,0.192,103.500,1077.000
675,0.192,97.445,1014.000
676,2.595,2444.592,25438.000
677,2.499,1809.179,18826.000
678,0.481,253.896,2642.000
679,1.057,875.663,9112.000
680,1.538,978.298,10180.000
681,1.442,871.435,9068.000
682,0.577,317.130,3300.000
683,1.826,1311.958,13652.000
684,0.192,96.869,1008.000
685,0.673,384.592,4002.000
686,0.577,315.400,3282.000
687,2.499,2562.507,26665.000
688,2.499,2020.311,21023.000
689,3.748,3951.249,41116.000
690,2.403,1625.340,16913.000
691,1.538,1103.517,11483.000
692,0.769,407.176,4237.000
693,1.538,960.616,9996.000
694,0.192,98.310,1023.000
695,0.192,98.791,1028.000
696,2.306,1531.450,15936.000
697,0.192,100.136,1042.000
698,0.192,99.848,1039.000
699,12.781,21850.648,227374.000
700,7.304,9368.311,97485.000
701,2.979,2702.429,28121.000
702,5.382,4715.052,49064.000
703,2.210,1527.702,15897.000
704,5.574,6418.136,66786.000
705,2.403,1371.924,14276.000
706,2.691,1944.296,20232.000
707,2.210,1692.129,17608.000
708,6.439,7017.032,73018.000
709,2.499,1807.161,18805.000
710,1.057,600.721,6251.000
711,4.517,6373.642,66323.000
712,0.192,103.884,1081.000
713,1.057,651.943,6784.000
714,3.556,2360.793,24566.000
715,4.228,3955.669,41162.000
716,3.364,2156.004,22435.000
717,4.036,2902.797,30206.000
718,8.361,16588.498,172617.000
719,0.096,49.107,511.000
720,1.634,1120.815,11663.000
721,1.442,888.925,9250.000
722,7.496,6810.513,70869.000
723,0.384,209.498,2180.000
724,0.192,98.887,1029.000
725,2.018,1340.691,13951.000
726,1.922,2269.498,23616.000
727,1.730,932.170,9700.000
728,0.673,375.175,3904.000
729,5.574,3216.660,33472.000
730,0.769,421.591,4387.000
731,0.481,246.977,2570.000
732,1.922,1519.918,15816.000
733,4.997,3751.168,39034.000
734,6.343,7424.496,77258.000
735,5.862,4551.105,47358.000
736,1.538,943.702,9820.000
737,0.384,199.215,2073.000
738,4.325,4884.860,50831.000
739,4.036,3751.553,39038.000
740,2.210,1864.052,19397.000
741,1.634,1061.040,11041.000
742,2.499,2039.050,21218.000
743,0.481,251.974,2622.000
744,1.730,1112.934,11581.000
745,2.210,1360.584,14158.000
746,3.075,3255.581,33877.000
747,0.961,567.663,5907.000
748,3.267,2556.837,26606.000
749,3.652,2801.412,29151.000
750,0.577,301.562,3138.000
751,1.345,856.924,8917.000
752,3.556,2520.992,26233.000
753,0.384,214.303,2230.000
754,0.384,212.477,2211.000
755,2.403,1849.349,19244.000
756,1.538,820.310,8536.000
757,2.210,1991.385,20722.000
758,14.607,18305.710,190486.000
759,5.958,6572.185,68389.000
760,6.631,6843.956,71217.000
761,1.153,694.323,7225.000
762,1.634,1069.882,11133.000
763,0.192,96.484,1004.000
764,1.249,862.594,8976.000
765,0.096,49.203,512.000
766,5.478,5966.178,62083.000
767,1.153,772.164,8035.000
768,0.192,96.484,1004.000
769,1.249,686.635,7145.000
770,1.249,707.296,7360.000
771,6.823,8961.039,93247.000
772,0.288,149.436,1555.000
773,1.153,692.401,7205.000
774,1.634,1029.039,10708.000
775,2.210,1278.226,13301.000
776,1.345,738.240,7682.000
777,4.228,4041.102,42051.000
778,1.922,1265.541,13169.000
779,2.595,1755.171,18264.000
780,4.997,5444.355,56653.000
781,0.577,330.104,3435.000
782,5.478,5459.250,56808.000
783,0.577,339.714,3535.000
784,1.922,1171.171,12187.000
785,7.208,6388.057,66473.000
786,0.192,107.632,1120.000
787,3.844,3763.181,39159.000
788,0.384,203.924,2122.000
789,6.727,5071.198,52770.000
790,2.114,1313.495,13668.000
791,4.805,5956.568,61983.000
792,0.192,97.734,1017.000
793,2.306,1896.438,19734.000
794,1.345,797.630,8300.000
795,5.670,5291.844,55066.000
796,1.442,955.523,9943.000
797,1.057,628.206,6537.000
798,4.036,3580.399,37257.000
799,9.130,15509.872,161393.000
800,2.595,1909.315,19868.000
801,0.769,402.179,4185.000
802,2.018,1160.120,12072.000
803,4.901,5100.605,53076.000
804,0.961,579.964,6035.000
805,1.538,1186.931,12351.000
806,4.517,4628.466,48163.000
807,7.784,12809.365,133292.000
808,6.535,5405.242,56246.000
809,1.730,1230.753,12807.000
810,0.192,98.406,1024.000
811,4.325,2631.219,27380.000
812,5.574,3895.222,40533.000
813,4.709,4536.786,47209.000
814,2.114,1674.639,17426.000
815,4.709,3083.081,32082.000
816,13.646,18344.342,190888.000
817,0.577,313.959,3267.000
818,9.130,9052.719,94201.000
819,1.922,1168.192,12156.000
820,0.192,100.040,1041.000
821,1.730,1298.504,13512.000
822,2.018,1439.771,14982.000
823,0.769,463.298,4821.000
824,3.940,3939.717,40996.000
825,0.481,253.800,2641.000
826,0.961,639.257,6652.000
827,3.460,2599.121,27046.000
828,3.844,2136.496,22232.000
829,0.769,436.775,4545.000
830,2.403,2502.060,26036.000
831,1.249,699.993,7284.000
832,23.737,35758.147,372093.000
833,2.595,2411.150,25090.000
834,5.958,5670.382,59005.000
835,4.517,3422.218,35611.000
836,1.922,1333.196,13873.000
837,0.384,197.101,2051.000
838,0.096,48.434,504.000
839,4.325,4186.021,43559.000
840,0.769,527.109,5485.000
841,0.769,456.763,4753.000
842,0.481,261.873,2725.000
843,0.577,320.782,3338.000
844,3.075,2400.098,24975.000
845,3.075,2271.997,23642.000
846,0.673,383.055,3986.000
847,0.577,317.418,3303.000
848,0.096,48.434,504.000
849,0.961,552.287,5747.000
850,5.189,4089.056,42550.000
851,0.673,389.974,4058.000
852,1.730,1162.522,12097.000
853,7.015,11954.747,124399.000
854,5.093,3828.817,39842.000
855,0.961,568.143,5912.000
856,1.826,1063.251,11064.000
857,0.769,453.880,4723.000
858,0.673,362.489,3772.000
859,7.208,8040.305,83666.000
860,6.054,7529.822,78354.000
861,1.442,938.513,9766.000
862,2.883,2003.205,20845.000
863,1.634,1102.267,11470.000
864,4.901,3741.558,38934.000
865,0.673,368.832,3838.000
866,3.075,2153.794,22412.000
867,4.517,6160.973,64110.000
868,3.075,2673.503,27820.000
869,7.111,9055.313,94228.000
870,1.153,635.606,6614.000
871,4.421,3460.081,36005.000
872,3.652,3150.159,32780.000
873,1.057,649.540,6759.000
874,0.673,371.427,3865.000
875,0.961,509.618,5303.000
876,0.384,199.119,2072.000
877,2.018,1685.306,17537.000
878,5.958,6099.949,63475.000
879,16.049,23026.431,239609.000
880,1.057,611.965,6368.000
881,3.940,3670.444,38194.000
882,1.345,840.875,8750.000
883,0.384,196.525,2045.000
884,11.148,22262.148,231656.000
885,4.132,3950.864,41112.000
886,1.057,730.264,7599.000
887,2.691,2627.279,27339.000
888,1.538,836.551,8705.000
889,2.499,1682.615,17509.000
890,1.345,986.371,10264.000
891,0.481,253.320,2636.000
892,5.574,4471.342,46528.000
893,3.844,4145.371,43136.000
894,0.577,350.861,3651.000
895,6.150,5259.554,54730.000
896,2.210,1643.599,17103.000
897,0.096,49.780,518.000
898,3.364,2497.447,25988.000
