 ,Area,IntDen,RawIntDen
190,0.577,199.504,2076.000
191,0.096,29.887,311.000
192,3.267,2126.405,22127.000
193,11.244,11197.575,116520.000
194,1.634,1216.819,12662.000
195,1.057,471.178,4903.000
196,0.096,30.752,320.000
197,6.150,6233.817,64868.000
198,2.979,2993.131,31146.000
199,0.769,498.375,5186.000
200,0.865,528.742,5502.000
201,2.403,2153.602,22410.000
202,0.577,762.458,7934.000
203,2.691,1206.440,12554.000
204,2.403,1137.728,11839.000
205,1.442,682.887,7106.000
206,2.403,1006.936,10478.000
207,0.192,67.078,698.000
208,1.345,465.893,4848.000
209,8.553,23573.048,245297.000
210,2.210,2118.333,22043.000
211,10.763,21622.698,225002.000
212,4.517,3473.535,36145.000
213,3.652,2259.696,23514.000
214,0.961,351.438,3657.000
215,2.210,2856.958,29729.000
216,0.096,87.932,915.000
217,0.096,33.539,349.000
218,0.769,247.073,2571.000
219,1.538,806.183,8389.000
220,0.096,70.537,734.000
221,9.130,14096.336,146684.000
222,6.439,3467.001,36077.000
223,3.460,1984.081,20646.000
224,3.460,1913.832,19915.000
225,0.961,805.030,8377.000
226,3.652,4038.123,42020.000
227,4.325,7791.310,81075.000
228,3.075,5557.657,57832.000
229,1.634,632.146,6578.000
230,1.922,854.137,8888.000
231,0.384,254.377,2647.000
232,0.865,380.364,3958.000
233,0.384,140.979,1467.000
234,0.192,62.946,655.000
235,0.481,377.961,3933.000
236,2.595,2072.397,21565.000
237,2.691,2522.434,26248.000
238,0.481,289.742,3015.000
239,0.481,160.103,1666.000
240,0.865,306.271,3187.000
241,1.826,843.662,8779.000
242,1.442,712.293,7412.000
243,0.481,206.327,2147.000
244,5.286,3128.344,32553.000
245,10.283,20220.214,210408.000
246,0.288,86.874,904.000
247,7.688,14368.684,149518.000
248,0.288,98.310,1023.000
249,4.709,7566.340,78734.000
250,2.018,1169.345,12168.000
251,2.979,2147.067,22342.000
252,0.769,898.055,9345.000
253,1.057,389.109,4049.000
254,1.730,622.055,6473.000
255,2.210,781.197,8129.000
256,4.036,4065.031,42300.000
257,2.595,2511.863,26138.000
258,11.724,21345.065,222113.000
259,12.974,19083.832,198583.000
260,3.364,2865.318,29816.000
261,0.961,312.613,3253.000
262,2.403,1350.013,14048.000
263,2.595,2699.834,28094.000
264,1.153,689.325,7173.000
265,2.210,998.671,10392.000
266,0.481,157.700,1641.000
267,6.150,4437.419,46175.000
268,0.865,584.000,6077.000
269,0.769,539.025,5609.000
270,2.403,1644.175,17109.000
271,1.153,1032.306,10742.000
272,2.979,2425.180,25236.000
273,1.442,941.011,9792.000
274,7.400,10035.341,104426.000
275,0.384,267.254,2781.000
276,0.865,444.270,4623.000
277,0.769,469.833,4889.000
278,0.096,27.292,284.000
279,0.384,168.175,1750.000
280,3.364,1417.860,14754.000
281,2.499,1306.672,13597.000
282,1.730,650.117,6765.000
283,0.769,743.045,7732.000
284,0.865,350.957,3652.000
285,0.481,269.561,2805.000
286,5.958,4677.669,48675.000
287,5.670,2912.215,30304.000
288,4.325,2937.201,30564.000
289,6.247,6022.396,62668.000
290,3.844,2987.846,31091.000
291,0.192,99.560,1036.000
292,4.132,1902.204,19794.000
293,2.018,1173.285,12209.000
294,2.691,1922.097,20001.000
295,1.538,524.418,5457.000
296,3.075,2743.656,28550.000
297,0.096,37.383,389.000
298,0.865,444.751,4628.000
299,0.769,260.912,2715.000
300,0.961,416.401,4333.000
301,3.364,2104.398,21898.000
302,6.439,8952.582,93159.000
303,2.403,1249.396,13001.000
304,2.691,1357.893,14130.000
305,0.192,61.504,640.000
306,6.247,10089.254,104987.000
307,2.306,2456.413,25561.000
308,0.192,77.937,811.000
309,0.384,103.692,1079.000
310,3.460,1918.253,19961.000
311,1.730,2259.023,23507.000
312,1.538,654.537,6811.000
313,0.288,244.382,2543.000
314,0.096,30.944,322.000
315,4.613,5147.406,53563.000
316,0.577,518.075,5391.000
317,1.057,350.957,3652.000
318,2.499,1768.048,18398.000
319,1.442,1575.176,16391.000
320,2.979,1870.779,19467.000
321,1.153,493.954,5140.000
322,4.709,2673.791,27823.000
323,1.826,985.410,10254.000
324,2.114,1113.511,11587.000
325,2.403,1720.383,17902.000
326,0.577,303.196,3155.000
327,3.748,2153.121,22405.000
328,4.421,2095.077,21801.000
329,1.249,1046.337,10888.000
330,1.345,589.285,6132.000
331,0.384,116.089,1208.000
332,2.787,3579.726,37250.000
333,2.595,1069.113,11125.000
334,2.595,2634.486,27414.000
335,5.189,2820.055,29345.000
336,6.631,6791.773,70674.000
337,7.304,8152.069,84829.000
338,0.481,127.525,1327.000
339,0.192,66.309,690.000
340,1.442,752.559,7831.000
341,0.384,152.991,1592.000
342,5.382,3443.648,35834.000
343,1.730,580.444,6040.000
344,2.403,889.310,9254.000
345,3.844,4904.177,51032.000
346,2.114,895.941,9323.000
347,0.577,245.824,2558.000
348,4.036,5872.961,61113.000
349,2.403,1272.172,13238.000
350,3.940,3783.458,39370.000
351,2.018,3313.625,34481.000
352,0.096,36.038,375.000
353,0.384,199.119,2072.000
354,0.577,188.933,1966.000
355,1.922,1258.526,13096.000
356,1.442,1045.664,10881.000
357,3.364,1414.496,14719.000
358,2.018,978.202,10179.000
359,1.826,650.213,6766.000
360,3.267,4458.561,46395.000
361,1.442,1566.046,16296.000
362,1.442,488.380,5082.000
363,3.940,3694.181,38441.000
364,9.130,9503.908,98896.000
365,0.865,387.571,4033.000
366,0.865,425.147,4424.000
367,2.499,1284.665,13368.000
368,2.210,783.215,8150.000
369,2.306,2077.394,21617.000
370,7.400,16864.690,175491.000
371,0.288,132.522,1379.000
372,0.865,322.992,3361.000
373,0.865,553.921,5764.000
374,11.340,15092.221,157047.000
375,0.577,212.669,2213.000
376,0.481,158.565,1650.000
377,3.556,1906.144,19835.000
378,1.442,2183.297,22719.000
379,9.130,7453.422,77559.000
380,0.384,248.322,2584.000
381,0.192,141.940,1477.000
382,1.826,663.090,6900.000
383,0.961,432.931,4505.000
384,1.730,606.295,6309.000
385,0.865,1094.579,11390.000
386,4.132,1957.654,20371.000
387,1.442,467.623,4866.000
388,6.727,5088.593,52951.000
389,0.384,135.693,1412.000
390,0.192,188.260,1959.000
391,1.153,893.058,9293.000
392,0.192,96.677,1006.000
393,2.595,2004.647,20860.000
394,0.577,283.399,2949.000
395,3.075,2581.151,26859.000
396,2.691,3177.451,33064.000
397,1.153,703.740,7323.000
398,0.769,414.960,4318.000
399,2.499,1393.739,14503.000
400,4.901,3625.566,37727.000
401,2.979,2205.592,22951.000
402,1.153,450.805,4691.000
403,5.286,8896.556,92576.000
404,2.018,2343.207,24383.000
405,0.192,57.083,594.000
406,8.841,5952.436,61940.000
407,8.937,20619.798,214566.000
408,5.189,2407.498,25052.000
409,3.075,2603.830,27095.000
410,0.769,872.396,9078.000
411,2.499,1887.693,19643.000
412,6.727,4357.175,45340.000
413,2.403,2145.433,22325.000
414,4.613,6499.725,67635.000
415,0.769,732.571,7623.000
416,1.345,919.581,9569.000
417,6.823,16550.539,172222.000
418,2.691,1378.363,14343.000
419,1.153,1400.177,14570.000
420,0.481,227.469,2367.000
421,3.460,2563.468,26675.000
422,0.769,500.393,5207.000
423,0.577,493.858,5139.000
424,0.673,209.402,2179.000
425,1.730,867.495,9027.000
426,3.171,1584.786,16491.000
427,2.114,1640.331,17069.000
428,1.634,1269.481,13210.000
429,0.769,336.254,3499.000
430,2.403,1192.890,12413.000
431,6.919,6208.734,64607.000
432,3.556,3039.259,31626.000
433,4.132,5633.768,58624.000
434,0.192,152.991,1592.000
435,0.961,815.409,8485.000
436,1.442,548.635,5709.000
437,0.192,202.963,2112.000
438,1.442,1354.242,14092.000
439,7.592,10108.089,105183.000
440,1.826,916.602,9538.000
441,2.210,1802.644,18758.000
442,3.652,3188.503,33179.000
443,1.442,1084.969,11290.000
444,1.057,800.129,8326.000
445,0.288,84.760,882.000
446,1.345,748.523,7789.000
447,3.075,1236.519,12867.000
448,2.306,2487.934,25889.000
449,0.288,190.855,1986.000
450,6.439,4854.205,50512.000
451,4.228,3028.304,31512.000
452,1.057,902.379,9390.000
453,0.481,179.227,1865.000
454,2.114,1673.486,17414.000
455,2.883,1418.244,14758.000
456,3.267,3591.066,37368.000
457,7.304,17372.771,180778.000
458,4.805,5224.382,54364.000
459,2.595,1264.772,13161.000
460,1.826,812.910,8459.000
461,3.460,1532.603,15948.000
462,15.088,25065.386,260826.000
